gene_id,gene_short_name,cluster_method,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000234741,GAS5,louvain,louvain 13,0.1653247475849758,7.0263618023535646,0.9927007299270073,0.16654037072898298,0.26577459142182436,6.864158163743397e-37,3.7476244326589827e-31
ENSG00000234741,GAS5,louvain,louvain 3,0.16081292942335357,6.710704276501833,1,0.16081292942335357,0.223994701902071,1.5997398330293126e-26,8.734099566390138e-21
ENSG00000234741,GAS5,louvain,louvain 5,0.16440786831930176,6.908382444950917,1,0.16440786831930176,0.20070025442670025,1.469577720035354e-17,8.023453478077022e-12
ENSG00000234741,GAS5,louvain,louvain 7,0.13809011649518338,5.654255396745009,0.9787234042553191,0.1410920755494265,0.10617473527301055,6.6266994701185095e-9,0.0036179791097006027
ENSG00000116191,RALGPS2,louvain,louvain 10,0.40095847290619313,5.519872861051436,0.9807692307692307,0.40882040374749107,0.5304508773405878,1.6766349332140508e-43,9.153923744868753e-38
ENSG00000116191,RALGPS2,louvain,louvain 12,0.35646388141082885,5.477874933507245,0.8771929824561403,0.4063688248083449,0.4643690526044288,3.924673264532045e-40,2.1427538622365606e-34
ENSG00000135821,GLUL,louvain,louvain 9,0.2169051381762107,2.9705634847129505,0.9444444444444444,0.22966426395128192,0.2750492042029783,3.806500928958462e-27,2.0782353121834517e-21
ENSG00000116701,NCF2,louvain,louvain 9,0.22841910070796922,5.265173848036749,1,0.22841910070796922,0.35552186884908543,4.1482088164140635e-35,2.2647975674975862e-29
ENSG00000116667,C1orf21,louvain,louvain 6,0.31690330337283,1.3215333099191928,0.5434782608695652,0.5831020782060072,0.3176010252187647,4.932584769674728e-24,2.6930433066993112e-18
ENSG00000116741,RGS2,louvain,louvain 8,0.3053971332447595,6.290251738696889,0.9675324675324676,0.3156453591925702,0.484178801712878,2.717459977574725e-74,1.4836516239564727e-68
ENSG00000116741,RGS2,louvain,louvain 9,0.26236911870610985,5.31617125452108,0.9444444444444444,0.2778025962770575,0.3452814805817022,4.408562483202603e-34,2.406942858954125e-28
ENSG00000162894,FCMR,louvain,louvain 10,0.20941371193390268,3.37560918590025,0.9423076923076923,0.2222349596033253,0.24894538742477323,1.935003960176696e-20,1.0564541121376707e-14
ENSG00000203710,CR1,louvain,louvain 8,0.2642987683066627,1.5204766610899172,0.8051948051948052,0.32824201870343594,0.39451393931756995,3.254238871164711e-59,1.7767167964897972e-53
ENSG00000123685,BATF3,louvain,louvain 11,0.27912043307755496,0.8698421971262005,0.6458333333333334,0.4321864770233109,0.2958733521722258,5.077665804557005e-23,2.772253199313988e-17
ENSG00000186205,MARC1,louvain,louvain 8,0.2433426841305527,0.5678239319113919,0.5324675324675324,0.45700943117201365,0.3219623702317632,1.2498497574455468e-47,6.823804720725452e-42
ENSG00000233355,CHRM3-AS2,louvain,louvain 3,0.1226423245918724,1.0224986603432684,0.43,0.2852147083531916,0.13154012883994937,6.264702115826456e-16,3.4203394141777706e-10
ENSG00000134326,CMPK2,louvain,louvain 15,0.24176300359038502,1.298264554984845,0.8163265306122449,0.29615967939822163,0.2733252365123058,1.3760076998611948e-21,7.512589238932165e-16
ENSG00000134321,RSAD2,louvain,louvain 15,0.22970000081447625,1.8346970941003091,0.7142857142857143,0.32158000114026675,0.2255088231119996,5.689865108477789e-18,3.1064956532756187e-12
ENSG00000235576,LINC01871,louvain,louvain 14,0.29957556928300155,2.0949311395856713,0.6477272727272727,0.46250263327901997,0.3632279453029782,2.6759171945951075e-40,1.4609705107330909e-34
ENSG00000213626,LBH,louvain,louvain 5,0.16652341147515123,2.419012556601567,0.8596491228070176,0.19371090722619633,0.15440325832492216,9.060951399692451e-14,4.9470076356900876e-8
ENSG00000115828,QPCT,louvain,louvain 8,0.2738211964061157,0.8175335034532505,0.6493506493506493,0.42168464246541815,0.38284947271150827,2.572691199316407e-57,1.4046122140907786e-51
ENSG00000138061,CYP1B1,louvain,louvain 8,0.4309951035900359,3.2237313907613023,0.8441558441558441,0.510563430406658,0.5674719720318951,3.8185216412812095e-89,2.084798260490302e-83
ENSG00000115355,CCDC88A,louvain,louvain 1,0.30211983768540884,4.839155042242874,1,0.30211983768540884,0.4763840205185702,4.034312760797551e-30,2.202613738012639e-24
ENSG00000119866,BCL11A,louvain,louvain 1,0.31102826034865244,4.389538503238103,0.9428571428571428,0.3298784579455405,0.28104249628622074,4.8580891944900296e-18,2.6523709575157215e-12
ENSG00000119866,BCL11A,louvain,louvain 10,0.22426025248721207,2.9324165911982503,0.9230769230769231,0.2429486068611464,0.3112300768578276,2.2312185622327937e-25,1.2181783984222384e-19
ENSG00000119866,BCL11A,louvain,louvain 12,0.21456553424999464,3.3040964253924714,0.8070175438596491,0.2658746837445586,0.28730783678282446,8.959476914839737e-25,4.891605611195051e-19
ENSG00000115977,AAK1,louvain,louvain 5,0.14534111554112994,2.920449489317847,0.8596491228070176,0.16907027726213075,0.09016159011577003,1.4494767391816349e-8,0.007913708152909971
ENSG00000115977,AAK1,louvain,louvain 7,0.1372542122247016,2.574659634471033,0.8936170212765957,0.15359399939430896,0.09094795333432137,8.207534897006667e-8,0.0448106782771873
ENSG00000135636,DYSF,louvain,louvain 8,0.26201635512414206,1.1687710301302252,0.7922077922077922,0.3307419564681793,0.38932163826408644,2.2857272238756134e-58,1.2479384924193686e-52
ENSG00000186854,TRABD2A,louvain,louvain 13,0.13522908072250217,1.2221913402868458,0.6058394160583942,0.22320944649376862,0.1528407702014795,2.586517714411845e-21,1.412161076537435e-15
ENSG00000186854,TRABD2A,louvain,louvain 3,0.19598135215289642,1.6494680751316222,0.7,0.27997336021842345,0.23018624898474507,3.0240510864072628e-27,1.6510411716457733e-21
ENSG00000186854,TRABD2A,louvain,louvain 5,0.18795815516709222,1.4584271705408831,0.7368421052631579,0.255086067726768,0.1926245100736493,6.78160379990183e-17,3.702552226632403e-11
ENSG00000115523,GNLY,louvain,louvain 14,0.17158498263687302,33.77320226948712,0.7045454545454546,0.2435399753555617,0.30311958774485526,1.7064637884179976e-33,9.31678034562574e-28
ENSG00000115523,GNLY,louvain,louvain 6,0.6383351453386945,111.74624776784098,1,0.6383351453386945,0.7788610636310875,2.00415116588444e-60,1.0942064120379277e-54
ENSG00000153563,CD8A,louvain,louvain 13,0.13443230320569965,1.3023715274896845,0.5766423357664233,0.23312943720482093,0.18042602975332164,4.877824606826435e-25,2.6631459005890286e-19
ENSG00000153563,CD8A,louvain,louvain 14,0.19514804853080703,2.1703591809790477,0.5681818181818182,0.3434605654142203,0.2006905898790985,2.798397769272305e-22,1.5278412300896005e-16
ENSG00000153563,CD8A,louvain,louvain 5,0.2416638298292493,1.9224857503029213,0.7719298245614035,0.3130645068242548,0.2735235950287566,1.2958605914771427e-23,7.075010071287756e-18
ENSG00000172116,CD8B,louvain,louvain 13,0.19629097858401226,2.8209495701133003,0.6642335766423357,0.29551498973637014,0.2799374645249709,6.579967849215674e-39,3.5924650466362816e-33
ENSG00000172116,CD8B,louvain,louvain 5,0.3354438817836234,4.0521117178294555,0.8596491228070176,0.39021022982992926,0.4077265446584786,4.0110650984233395e-35,2.1899212117861907e-29
ENSG00000211592,IGKC,louvain,louvain 10,0.36661842649549164,81.44753536546456,0.7307692307692307,0.5016883730990939,0.30433935521328337,7.926316589245247e-25,4.327531068230227e-19
ENSG00000211592,IGKC,louvain,louvain 12,0.27541567828900665,50.13276678175029,0.8070175438596491,0.3412759491842039,0.3652688551951564,1.9829962064207982e-31,1.0826564388195632e-25
ENSG00000172005,MAL,louvain,louvain 2,0.14062980942654282,1.4691929477610577,0.6929824561403509,0.20293415537501114,0.16097032621448612,1.513478126239853e-20,8.263136525831725e-15
ENSG00000172005,MAL,louvain,louvain 3,0.21766021273978356,2.2392127091876066,0.78,0.2790515547945943,0.2846684969101981,1.0730401715761764e-33,5.85847742475445e-28
ENSG00000172005,MAL,louvain,louvain 7,0.14524392569413766,1.7878953824345827,0.6170212765957447,0.23539532784911965,0.11116857719707313,2.9028272572593684e-9,0.0015848565976458973
ENSG00000158050,DUSP2,louvain,louvain 14,0.14903423558974174,1.1661987892408825,0.4090909090909091,0.3643059092193687,0.1547575952039841,2.1700592706514175e-17,1.1847872599975544e-11
ENSG00000144218,AFF3,louvain,louvain 10,0.2058116249087434,1.9066349249459549,0.7307692307692307,0.2816369604014384,0.24457555786209662,4.2660394266835425e-20,2.3291295457864138e-14
ENSG00000144218,AFF3,louvain,louvain 12,0.42356680810402314,3.4651045798585254,0.9473684210526315,0.44709829744313556,0.6104873791368648,1.6229009281115556e-53,8.86055219721066e-48
ENSG00000135968,GCC2,louvain,louvain 5,0.1462496867664761,2.851511675412558,0.8771929824561403,0.16672464291378275,0.08385958891626308,4.678454218371896e-8,0.02554295649604504
ENSG00000136732,GYPC,louvain,louvain 13,0.12620435159753085,2.2041968641205703,0.8175182481751825,0.15437496579340826,0.10384268835687128,8.261326135985306e-15,4.510436230463898e-9
ENSG00000136732,GYPC,louvain,louvain 7,0.1402690657030171,2.252857496978116,0.8936170212765957,0.15696776400099532,0.10398010218376265,9.523966841353564e-9,0.005199800176373805
ENSG00000152082,MZT2B,louvain,louvain 7,0.12464150317802085,3.1790598769730454,0.9148936170212766,0.13623606161318558,0.0500050066462133,7.334311386111407e-5,1
ENSG00000121966,CXCR4,louvain,louvain 12,0.2950861445169876,5.764550707214317,0.9649122807017544,0.3058165497721508,0.4400606578130284,5.692089742552581e-38,3.107710236741433e-32
ENSG00000075884,ARHGAP15,louvain,louvain 2,0.14957447810397848,1.63933217801312,0.8157894736842105,0.18334936025648974,0.15539286684425022,7.265450871910688e-20,3.966718212537078e-14
ENSG00000115271,GCA,louvain,louvain 8,0.2502096698584343,3.740058998310495,0.974025974025974,0.2568819277213259,0.4536758640532461,4.612350240545596e-69,2.518204860830679e-63
ENSG00000115271,GCA,louvain,louvain 9,0.21555986748054876,3.26159547635549,0.9305555555555556,0.23164642475521657,0.2829304902396998,6.469878670892974e-28,3.532359657947437e-22
ENSG00000082438,COBLL1,louvain,louvain 10,0.24689724962926066,1.2721241277314201,0.6346153846153846,0.3890502115370168,0.2909707942022757,9.206497195582347e-24,5.0264712738720934e-18
ENSG00000169432,SCN9A,louvain,louvain 1,0.37111392042568836,0.5953048247720373,0.4857142857142857,0.7640580714646525,0.35320277306735187,1.9173832765827678e-22,1.0468337475158938e-16
ENSG00000178562,CD28,louvain,louvain 2,0.19833520817525432,0.8980996302990064,0.5877192982456141,0.33746587659670135,0.24755619249801114,2.454888751649566e-31,1.3402956117381137e-25
ENSG00000114942,EEF1B2,louvain,louvain 13,0.15090025225247705,22.78345306631553,1,0.15090025225247705,0.3387463309793912,1.8502936364562793e-47,1.0102048166960348e-41
ENSG00000114942,EEF1B2,louvain,louvain 3,0.1414124708529203,20.928527896707923,1,0.1414124708529203,0.2407818973377397,1.7302640244773139e-28,9.44672249443879e-23
ENSG00000114942,EEF1B2,louvain,louvain 7,0.13209729532243275,19.14895243974625,1,0.13209729532243275,0.12240367539124816,4.528507214964161e-10,2.472429084153983e-4
ENSG00000224137,LINC01857,louvain,louvain 10,0.2794678582736834,1.0447153831163896,0.5,0.5589357165473668,0.29724758848707455,2.9143633847099596e-24,1.5911549771500966e-18
ENSG00000179921,GPBAR1,louvain,louvain 11,0.2935466077148514,1.5849720324486902,0.9375,0.3131163815625082,0.3944892111566364,1.4462583213169292e-30,7.896136556894038e-25
ENSG00000018280,SLC11A1,louvain,louvain 8,0.2958484753137348,3.5954005716742463,0.961038961038961,0.3078423324210484,0.49603371412671027,2.357064604039651e-76,1.2868865618675283e-70
ENSG00000018280,SLC11A1,louvain,louvain 9,0.25752004219523295,2.9485647546348046,0.9722222222222222,0.26487775768652533,0.36394994707797973,5.889824461541684e-36,3.2156674612679134e-30
ENSG00000153823,PID1,louvain,louvain 4,0.2592696997551211,1.144482290935101,0.8076923076923077,0.32100058064919756,0.3683331769228519,7.204834341856835e-45,3.933623405623576e-39
ENSG00000135916,ITM2C,louvain,louvain 1,0.3703103015385351,4.020773768265376,0.6571428571428571,0.5635156762542926,0.30405531411886016,1.94537510589779e-19,1.0621164465670164e-13
ENSG00000171596,NMUR1,louvain,louvain 6,0.2836957907645931,0.7961048358877989,0.3695652173913043,0.767647433833605,0.27112559841206413,1.2632227383317009e-20,6.896817184469588e-15
ENSG00000188042,ARL4C,louvain,louvain 14,0.18757105540084607,5.2757476489226605,0.9886363636363636,0.18972704454338452,0.2842370519871791,2.159436551729636e-31,1.1789875741478292e-25
ENSG00000188042,ARL4C,louvain,louvain 2,0.14403764238516553,3.895617815205677,0.956140350877193,0.15064487368723734,0.19936737018195413,2.79403816278095e-25,1.5254610157335153e-19
ENSG00000188042,ARL4C,louvain,louvain 6,0.2936756246864437,9.677141659620073,0.9782608695652174,0.30020174967947577,0.4925089168064987,3.0016186177564876e-37,1.6387937167365097e-31
ENSG00000233392,AC104809.2,louvain,louvain 11,0.3705691401176267,0.46690624574289447,0.3958333333333333,0.9361746697708465,0.33982129475491923,2.3352348153159937e-26,1.274968152118073e-20
ENSG00000115687,PASK,louvain,louvain 7,0.12131447453402341,0.8277688209689228,0.46808510638297873,0.25917183195905,0.09734261226464011,2.852359438175168e-8,0.015573026824604964
ENSG00000150995,ITPR1,louvain,louvain 12,0.21142366668961796,2.1892911028030086,0.7017543859649122,0.3012787250327056,0.2109174389552523,2.1133325907780174e-18,1.1538161945870741e-12
ENSG00000134072,CAMK1,louvain,louvain 11,0.29515421464712965,1.012858982090324,0.9375,0.31483116229027164,0.36692900972919434,1.9488076880579454e-28,1.0639905334489965e-22
ENSG00000154814,OXNAD1,louvain,louvain 13,0.17253963856317356,1.8922150485455336,0.7664233576642335,0.22512314745861695,0.2159099663490724,6.661049941337297e-30,3.636733436471924e-24
ENSG00000154814,OXNAD1,louvain,louvain 3,0.13891841109241815,1.5718643176171287,0.71,0.1956597339329833,0.14019236897711768,6.621972851227955e-17,3.6153985175849266e-11
ENSG00000154814,OXNAD1,louvain,louvain 5,0.2239813882679139,2.1776856302788117,0.8947368421052632,0.25033213982884495,0.25889783941510214,2.1804199194590922e-22,1.1904438634270805e-16
ENSG00000182568,SATB1,louvain,louvain 5,0.14672714823385005,1.7103749286589685,0.6666666666666666,0.2200907223507751,0.10926412708719564,4.1504079121733643e-10,2.2659982078092916e-4
ENSG00000187118,CMC1,louvain,louvain 14,0.1581994817709402,2.1474793686916915,0.5795454545454546,0.27297165482044583,0.14075242872349106,6.490531086113867e-16,3.5436352570855877e-10
ENSG00000144645,OSBPL10,louvain,louvain 10,0.26777100263585574,0.9051372526234278,0.5,0.5355420052717115,0.29128444792358904,8.692655819599536e-24,4.745929297826759e-18
ENSG00000170275,CRTAP,louvain,louvain 15,0.22543188325404143,2.02129867068628,0.9795918367346939,0.23012838082183396,0.2979227852086521,1.8236357698769923e-23,9.956504212797414e-18
ENSG00000168329,CX3CR1,louvain,louvain 6,0.3043019317022817,5.934519606295547,0.9565217391304348,0.31813383768874903,0.41713835989679676,1.783819429031259e-31,9.739118936681964e-26
ENSG00000163823,CCR1,louvain,louvain 9,0.2426288873773006,2.0214270065353936,0.9027777777777778,0.2687581521717791,0.2853686381663368,3.7356672132667433e-28,2.039562228427244e-22
ENSG00000163687,DNASE1L3,louvain,louvain 1,0.3165242245364933,1.421311705535865,0.45714285714285713,0.6923967411735792,0.29509159734598006,6.82459747557412e-19,3.7260254837392024e-13
ENSG00000189283,FHIT,louvain,louvain 3,0.13848027125980666,1.0197519950558194,0.51,0.2715299436466797,0.15872535593465953,5.256180993831667e-19,2.8697171372022753e-13
ENSG00000114861,FOXP1,louvain,louvain 3,0.12327051298780109,3.3431738977459604,0.91,0.1354621021843968,0.06302890644951438,2.7802799489156974e-8,0.015179494437095034
ENSG00000144802,NFKBIZ,louvain,louvain 11,0.27146224844715083,3.5780039454807824,1,0.27146224844715083,0.3952599109713271,1.2602456823780718e-30,6.880563352079559e-25
ENSG00000170017,ALCAM,louvain,louvain 1,0.2980673476401493,0.9684698996830887,0.8,0.3725841845501866,0.30619318716449406,1.4416451051602147e-19,7.870949780643224e-14
ENSG00000163519,TRAT1,louvain,louvain 2,0.17494614902712105,1.4354449833564142,0.7017543859649122,0.2492982623636475,0.2311178274020448,2.958111656347966e-29,1.615040221016299e-23
ENSG00000163519,TRAT1,louvain,louvain 7,0.18644322104740588,1.5000514433957484,0.723404255319149,0.25773033497729636,0.19117321104915916,4.914612183188013e-15,2.6832308136551595e-9
ENSG00000091972,CD200,louvain,louvain 12,0.24571489028116003,0.8326691391841725,0.42105263157894735,0.5835728644177551,0.2515946064115576,8.887588284001849e-22,4.85235657541649e-16
ENSG00000145088,EAF2,louvain,louvain 12,0.22741926103388166,1.6060304451504428,0.6666666666666666,0.3411288915508225,0.2600156512745552,1.7580244044678305e-22,9.598285841073014e-17
ENSG00000121552,CSTA,louvain,louvain 8,0.25634298962700663,5.284274075230622,1,0.25634298962700663,0.5183331476873645,2.80760101210275e-80,1.5328659245777384e-74
ENSG00000121552,CSTA,louvain,louvain 9,0.22546509292295872,4.541873557095603,0.9861111111111112,0.22864065761201446,0.35397259339644316,5.934781833719524e-35,3.2402128377558486e-29
ENSG00000173193,PARP14,louvain,louvain 15,0.2246705499542604,7.711070071176739,1,0.2246705499542604,0.37457543888541345,2.129404531814372e-29,1.1625909922346926e-23
ENSG00000154928,EPHB1,louvain,louvain 1,0.3839400045270766,0.5479296823334069,0.42857142857142855,0.8958600105631788,0.3674344597295309,2.549088234542966e-23,1.391725703413423e-17
ENSG00000188313,PLSCR1,louvain,louvain 15,0.2282343643243105,3.1175920901533307,0.9591836734693877,0.23794646493385563,0.2808480313872517,3.6783097710968163e-22,2.0082467857257288e-16
ENSG00000174944,P2RY14,louvain,louvain 1,0.3225300654036079,1.020625253683997,0.5714285714285714,0.5644276144563138,0.3018348124221966,2.655337778138517e-19,1.449734766730286e-13
ENSG00000181631,P2RY13,louvain,louvain 15,0.23251053509628414,2.5494847186629936,0.9591836734693877,0.24240460041953027,0.28326804727071875,2.404853195454351e-22,1.312977699122212e-16
ENSG00000181631,P2RY13,louvain,louvain 9,0.21581947657364572,2.4529526136271897,0.9166666666666666,0.2354394289894317,0.2643940338095356,4.1461444066317525e-26,2.263670461688738e-20
ENSG00000121858,TNFSF10,louvain,louvain 15,0.28566154602716065,15.685421483777327,1,0.28566154602716065,0.44242351399104257,9.278776125320064e-35,5.065933401140995e-29
ENSG00000090530,P3H2,louvain,louvain 1,0.27365803822775403,0.24175491413178984,0.3142857142857143,0.8707301216337628,0.24827426021959684,4.632524704807614e-16,2.529219513083813e-10
ENSG00000152492,CCDC50,louvain,louvain 1,0.4888308526629786,6.10450246828639,0.9428571428571428,0.5184569649455834,0.4390706045411143,8.988882086172325e-28,4.907659952587504e-22
ENSG00000159674,SPON2,louvain,louvain 6,0.6976615259424077,8.761448436912167,0.9130434782608695,0.7641054807940656,0.7252474249773284,6.336315285556086e-56,3.4594380564550564e-50
ENSG00000145220,LYAR,louvain,louvain 14,0.23518430779237778,2.237628257260398,0.7840909090909091,0.29994520414100356,0.28823711172480826,7.769121132523556e-32,4.241707064723886e-26
ENSG00000109743,BST1,louvain,louvain 8,0.3300550030187324,2.0445602236501363,0.935064935064935,0.35297548933947775,0.5430921874976743,1.0459244992599226e-84,5.710433988609399e-79
ENSG00000137441,FGFBP2,louvain,louvain 6,0.6219473056797896,11.175700692101232,0.9782608695652174,0.6357683569171183,0.7257447449796136,5.760432776632719e-56,3.1450234830581655e-50
ENSG00000002549,LAP3,louvain,louvain 15,0.2430259968526538,7.983984602320391,1,0.2430259968526538,0.40390082284100726,1.0575285940015042e-31,5.773788864670013e-26
ENSG00000002549,LAP3,louvain,louvain 4,0.19088882879226865,5.801165003431928,1,0.19088882879226865,0.3176418838989243,1.7656956200876373e-38,9.640168376992474e-33
ENSG00000174123,TLR10,louvain,louvain 10,0.40670170735798,1.2841583123490463,0.7692307692307693,0.528712219565374,0.48685318617518225,8.484008770425621e-40,4.632014268389277e-34
ENSG00000121895,TMEM156,louvain,louvain 10,0.23638953186996864,1.1733791267473321,0.6730769230769231,0.3512073044925248,0.2863617134008701,2.1397375340757778e-23,1.1682325014793524e-17
ENSG00000163694,RBM47,louvain,louvain 9,0.21422706919354015,1.6267581948182737,0.8888888888888888,0.24100545284273267,0.2565715224081207,2.3801150949025935e-25,1.299471438363969e-19
ENSG00000074966,TXK,louvain,louvain 5,0.15728925666383345,1.523422057619221,0.7543859649122807,0.20849971232182574,0.1682228608308744,6.762868313797685e-15,3.692323213284122e-9
ENSG00000074966,TXK,louvain,louvain 6,0.2729182258516564,2.7038589740121353,0.8478260869565217,0.32190354844041524,0.30254377150304107,6.334859000309151e-23,3.4586429683987875e-17
ENSG00000171476,HOPX,louvain,louvain 14,0.19385865789984114,3.1636607936609265,0.7954545454545454,0.243708027074086,0.31946633599265356,2.504681986491882e-35,1.3674812241649727e-29
ENSG00000171476,HOPX,louvain,louvain 6,0.5414278988847279,8.755619919860566,1,0.5414278988847279,0.6793669951350637,3.901536077892197e-52,2.1301216524468027e-46
ENSG00000163453,IGFBP7,louvain,louvain 6,0.31794326636488435,2.3976509764957807,0.6956521739130435,0.45704344539952124,0.3600029307004345,3.5274199999251385e-27,1.9258654973591277e-21
ENSG00000132465,JCHAIN,louvain,louvain 10,0.2484720993151346,6.258793790929756,0.6346153846153846,0.3915317928602121,0.24041611984877215,9.046364529435592e-20,4.93904364213595e-14
ENSG00000138744,"NAAA",louvain,louvain 11,0.25881402240847445,2.5594708304440807,0.9583333333333334,0.2700668059914516,0.32448489306103573,3.446996166423423e-25,1.8819564969821962e-19
ENSG00000169245,CXCL10,louvain,louvain 15,0.25880503074802264,4.140598340101031,0.5918367346938775,0.4372912588501072,0.22844571635482583,3.4213693746443014e-18,1.8679650374745494e-12
ENSG00000138760,SCARB2,louvain,louvain 15,0.2287311941259425,2.0081842804733614,0.9183673469387755,0.24906285582602627,0.27508815951686727,1.0102962637762192e-21,5.515914511339023e-16
ENSG00000138639,ARHGAP24,louvain,louvain 10,0.24155823972050822,1.4104608907329543,0.6730769230769231,0.35888652758475503,0.25535329494951653,6.060250547736802e-21,3.308714991547862e-15
ENSG00000138646,HERC5,louvain,louvain 15,0.23392193147943646,2.2478310467637894,0.8367346938775511,0.2795652351827411,0.23596877815428943,9.281843774549108e-19,5.067608245590576e-13
ENSG00000153064,BANK1,louvain,louvain 10,0.44395538728592526,5.3481972907238555,0.9615384615384616,0.4617136027773623,0.5953240499141819,4.106799862713185e-49,2.2421895210455173e-43
ENSG00000153064,BANK1,louvain,louvain 12,0.3525675959910054,4.07288688884783,0.9473684210526315,0.3721546846571724,0.4984198955235081,3.4342997554540204e-43,1.8750246374852316e-37
ENSG00000138795,LEF1,louvain,louvain 13,0.16835243687095783,2.039836968908071,0.7956204379562044,0.21159893441579103,0.2298862046517307,7.646794830779707e-32,4.174920573760797e-26
ENSG00000138795,LEF1,louvain,louvain 3,0.2211293011563543,2.7235594796718625,0.84,0.2632491680432789,0.2838216025990296,1.3553910989928925e-33,7.400028783171495e-28
ENSG00000138795,LEF1,louvain,louvain 5,0.25326596759448095,2.997693040838831,0.8947368421052632,0.28306196378206694,0.29731219107834544,1.279918049968075e-25,6.987968577410698e-20
ENSG00000269893,SNHG8,louvain,louvain 13,0.14500094004302982,2.8939177880473745,0.8759124087591241,0.16554273988245904,0.12834392959898117,4.799825475625218e-18,2.6205607149271005e-12
ENSG00000269893,SNHG8,louvain,louvain 5,0.1449753987450798,2.8135600964621474,0.8947368421052632,0.16203132800920683,0.1090059310595678,4.3547418668990577e-10,2.3775584170708785e-4
ENSG00000248810,LINC02432,louvain,louvain 11,0.2701483479407689,1.0988987048629875,0.8125,0.33249027438863865,0.2872901149097541,2.2538398661709002e-22,1.2305289517333263e-16
ENSG00000109452,INPP4B,louvain,louvain 2,0.17184514151441493,1.2674119321666373,0.6666666666666666,0.25776771227162243,0.22210887794422823,4.0251470625388576e-28,2.19760954173434e-22
ENSG00000109452,INPP4B,louvain,louvain 7,0.13794920248030118,1.153934374833362,0.574468085106383,0.2401337969101539,0.11783664887110927,9.638747205580117e-10,5.262466811830576e-4
ENSG00000137462,TLR2,louvain,louvain 9,0.23703888883380278,2.077561819374615,0.9027777777777778,0.26256615378513537,0.3200539280559982,1.4331663436992261e-31,7.824658286694665e-26
ENSG00000164125,GASK1B,louvain,louvain 8,0.24256380867444008,1.7585620025835142,0.8376623376623377,0.28957229872762613,0.3769893875889638,2.2836617553089966e-56,1.2468108085460528e-50
ENSG00000151726,ACSL1,louvain,louvain 9,0.2523593176180688,2.0582489665643915,0.875,0.28841064870636435,0.32723789490613736,2.7755637690913997e-32,1.5153745510108314e-26
ENSG00000168685,IL7R,louvain,louvain 13,0.14515524312417474,7.3138620355297475,0.9562043795620438,0.15180357487032015,0.22776704694659874,1.5084797831785282e-31,8.23584707221981e-26
ENSG00000168685,IL7R,louvain,louvain 2,0.25261480721235674,14.659531595998258,0.9824561403508771,0.2571257859125774,0.3829911581616809,3.935251714397819e-49,2.1485293785097773e-43
ENSG00000168685,IL7R,louvain,louvain 3,0.18895547311229827,10.15364625433337,0.97,0.19479945681680233,0.28111837423468505,2.855123113641648e-33,1.5588115663549305e-27
ENSG00000168685,IL7R,louvain,louvain 5,0.18987127392115266,9.81594759412596,1,0.18987127392115266,0.24593701256525266,2.634194288913291e-21,1.4381910559179896e-15
ENSG00000168685,IL7R,louvain,louvain 7,0.21143876782141702,11.985410482251828,0.9574468085106383,0.22083604639125776,0.21820965264707967,5.276708662175232e-17,2.8809246282878114e-11
ENSG00000113088,GZMK,louvain,louvain 14,0.34560612559830006,4.096798791179325,0.5227272727272727,0.6611595446228349,0.3797882903474081,3.3227030954739335e-42,1.8140962090359035e-36
ENSG00000145649,GZMA,louvain,louvain 14,0.2778628003956974,10.629750648768773,0.9204545454545454,0.3018756349977947,0.4867557333610863,7.285601081451336e-55,3.977719622439986e-49
ENSG00000145649,GZMA,louvain,louvain 6,0.5372554502030524,21.97547358961416,1,0.5372554502030524,0.7393438969389133,4.2295534076795556e-57,2.309209273990807e-51
ENSG00000134352,IL6ST,louvain,louvain 3,0.12756249516102475,1.7553744451967208,0.7,0.18223213594432108,0.08510068065701927,9.819308058541595e-11,5.361047620721955e-5
ENSG00000175857,GAPT,louvain,louvain 1,0.3051170635146435,2.7721451943965776,1,0.3051170635146435,0.3531484030337964,1.9321983528460563e-22,1.0549223347033613e-16
ENSG00000249437,"NAIP",louvain,louvain 8,0.23971471330621769,2.5312680656901723,0.9415584415584416,0.2545935575803967,0.4054365520438689,5.277455545836583e-61,2.8813324043603993e-55
ENSG00000164346,NSA2,louvain,louvain 13,0.12387669560998131,4.208380941741298,0.9416058394160584,0.13155897130672434,0.057712947837748364,8.707781188198377e-9,0.004754187295320668
ENSG00000038427,VCAN,louvain,louvain 8,0.3480523081321173,29.874478144120364,1,0.3480523081321173,0.6875281430921671,3.3253633761137647e-112,1.815548642456832e-106
ENSG00000038427,VCAN,louvain,louvain 9,0.25932610336206463,20.286787062570156,1,0.25932610336206463,0.3942224336236285,5.0410251479666156e-39,2.752248500035333e-33
ENSG00000081189,MEF2C,louvain,louvain 12,0.2533952257870139,5.10073530199789,0.9298245614035088,0.2725193937709395,0.3332918292246255,1.1129874624566998e-28,6.076577648774843e-23
ENSG00000152495,CAMK4,louvain,louvain 5,0.17406498350191255,1.373112891251344,0.6842105263157895,0.25440266819510293,0.16783709467981087,7.271737866976051e-15,3.9701507232329145e-9
ENSG00000134986,NREP,louvain,louvain 1,0.2764680473052231,0.6231076897340502,0.7142857142857143,0.38705526622731234,0.2746131719264054,1.190635105345414e-17,6.500510484654357e-12
